+-----------------------------------------------------------------------+
| TRACE AXES      type machine: ROBOMAC          no: 513583             |
+-----------------------------------------------------------------------+

Mon Mar 20 14:15:31 2017

Trigger time : 51485736

;Time;interpol;;Eana14;;Eana15;;mode 0;m_pos 0;des_pos 0;des_speed 0;x1r 0;r_speed 0;couple 0;pos_mot 0;mot_speed 0;pos_ext 0;ext_speed 0;
;51485763;1;;996;;989;;21;-1193865133;5118720;-4785.00;5133000;-4000.00;-36;5164481;-4035.00;6077350;-20.00;
;51485764;1;;996;;990;;21;-1193865133;5113665;-5055.00;5128800;-4200.00;-35;5160170;-4311.00;6077329;-21.00;
;51485765;1;;996;;991;;21;-1193865133;5108340;-5325.00;5124200;-4600.00;-35;5155595;-4575.00;6077306;-23.00;
;51485766;1;;997;;991;;21;-1193865133;5102745;-5595.00;5119400;-4800.00;-35;5150762;-4833.00;6077282;-24.00;
;51485767;1;;997;;993;;21;-1193865133;5096881;-5864.00;5114400;-5000.00;-35;5145653;-5109.00;6077257;-25.00;
;51485768;1;;998;;993;;21;-1193865133;5090749;-6132.00;5109200;-5200.00;-36;5140269;-5384.00;6077231;-26.00;
;51485769;1;;998;;993;;21;-1193865133;5084352;-6397.00;5103600;-5600.00;-35;5134612;-5657.00;6077203;-28.00;
;51485770;1;;998;;991;;21;-1193865133;5077691;-6661.00;5097800;-5800.00;-35;5128704;-5908.00;6077174;-29.00;
;51485771;1;;998;;990;;21;-1193865133;5070771;-6920.00;5091400;-6400.00;-35;5122542;-6162.00;6077142;-32.00;
;51485772;1;;996;;990;;21;-1193865133;5063595;-7176.00;5085000;-6400.00;-37;5116109;-6433.00;6077110;-32.00;
;51485773;1;;994;;990;;21;-1193865133;5056167;-7428.00;5078400;-6600.00;-37;5109404;-6705.00;6077077;-33.00;
;51485774;1;;992;;991;;21;-1193865133;5048493;-7674.00;5071600;-6800.00;-36;5102433;-6971.00;6077043;-34.00;
;51485775;1;;991;;990;;21;-1193865133;5040578;-7915.00;5064400;-7200.00;-34;5095217;-7216.00;6077007;-36.00;
;51485776;1;;991;;990;;21;-1193865133;5032429;-8149.00;5056800;-7600.00;-34;5087772;-7445.00;6076969;-38.00;
;51485777;1;;991;;991;;21;-1193865133;5024053;-8376.00;5049200;-7600.00;-34;5080075;-7697.00;6076931;-38.00;
;51485778;1;;991;;991;;21;-1193865133;5015457;-8596.00;5041400;-7800.00;-35;5072122;-7953.00;6076892;-39.00;
;51485779;1;;992;;990;;21;-1193865133;5006650;-8807.00;5033200;-8200.00;-34;5063926;-8196.00;6076851;-41.00;
;51485780;1;;993;;991;;21;-1193865133;4997640;-9010.00;5024800;-8400.00;-32;5055503;-8423.00;6076809;-42.00;
;51485781;1;;993;;991;;21;-1193865133;4988437;-9203.00;5016400;-8400.00;-31;5046864;-8639.00;6076767;-42.00;
;51485782;1;;993;;992;;21;-1193865133;4979052;-9385.00;5007600;-8800.00;-30;5038007;-8857.00;6076723;-44.00;
;51485783;1;;994;;992;;21;-1193865133;4969494;-9558.00;4998600;-9000.00;-29;5028941;-9066.00;6076678;-45.00;
;51485784;1;;994;;993;;21;-1193865133;4959776;-9718.00;4989600;-9000.00;-27;5019688;-9253.00;6076633;-45.00;
;51485785;1;;995;;993;;21;-1193865133;4949910;-9866.00;4980200;-9400.00;-27;5010263;-9425.00;6076586;-47.00;
;51485786;1;;995;;993;;21;-1193865133;4939907;-10003.00;4970600;-9600.00;-27;5000678;-9585.00;6076538;-48.00;
;51485787;1;;997;;994;;21;-1193865133;4929782;-10125.00;4960800;-9800.00;-26;4990932;-9746.00;6076489;-49.00;
;51485788;1;;997;;995;;21;-1193865133;4919548;-10234.00;4950800;-10000.00;-26;4981023;-9909.00;6076439;-50.00;
;51485789;1;;997;;995;;21;-1193865133;4909220;-10328.00;4940600;-10200.00;-24;4970957;-10066.00;6076388;-51.00;
;51485790;1;;998;;997;;21;-1193865133;4898813;-10407.00;4930800;-9800.00;-21;4960763;-10194.00;6076339;-49.00;
;51485791;1;;998;;999;;21;-1193865133;4888343;-10470.00;4920200;-10600.00;-19;4950468;-10295.00;6076286;-53.00;
;51485792;1;;1001;;1000;;21;-1193865133;4877825;-10518.00;4910000;-10200.00;-17;4940098;-10370.00;6076235;-51.00;
;51485793;1;;1000;;1001;;21;-1193865133;4867279;-10546.00;4899600;-10400.00;-14;4929666;-10432.00;6076183;-52.00;
;51485794;1;;1001;;1002;;21;-1193865133;4856720;-10559.00;4889200;-10400.00;-15;4919171;-10495.00;6076131;-52.00;
;51485795;1;;1005;;1002;;21;-1193865133;4846160;-10560.00;4878600;-10600.00;-12;4908614;-10557.00;6076078;-53.00;
;51485796;1;;1251;;409;;21;-1193865133;4835600;-10560.00;4868200;-10400.00;-11;4898032;-10582.00;6076026;-52.00;
;51485797;1;;1296;;409;;21;-1193865133;4825040;-10560.00;4857600;-10600.00;-8;4887442;-10590.00;6075973;-53.00;
;51485798;1;;1296;;409;;21;-1193865133;4814480;-10560.00;4847000;-10600.00;-7;4876875;-10567.00;6075920;-53.00;
;51485799;1;;1280;;409;;21;-1193865133;4803920;-10560.00;4836600;-10400.00;-6;4866334;-10541.00;6075868;-52.00;
;51485800;1;;1020;;409;;21;-1193865133;4793360;-10560.00;4826000;-10600.00;-8;4855810;-10524.00;6075815;-53.00;
;51485801;1;;1007;;1003;;21;-1193865133;4782800;-10560.00;4815600;-10400.00;-8;4845279;-10531.00;6075763;-52.00;
;51485802;1;;1006;;1003;;21;-1193865133;4772240;-10560.00;4805000;-10600.00;-8;4834735;-10544.00;6075710;-53.00;
;51485803;1;;1006;;1002;;21;-1193865133;4761680;-10560.00;4794600;-10400.00;-9;4824173;-10562.00;6075658;-52.00;
;51485804;1;;1005;;1000;;21;-1193865133;4751120;-10560.00;4784200;-10400.00;-8;4813594;-10579.00;6075606;-52.00;
;51485805;1;;1005;;999;;21;-1193865133;4740560;-10560.00;4773800;-10400.00;-9;4803013;-10581.00;6075554;-52.00;
;51485806;1;;1004;;999;;21;-1193865133;4730000;-10560.00;4763200;-10600.00;-8;4792427;-10586.00;6075501;-53.00;
;51485807;1;;1003;;999;;21;-1193865133;4719440;-10560.00;4752800;-10400.00;-9;4781841;-10586.00;6075449;-52.00;
;51485808;1;;1002;;999;;21;-1193865133;4708880;-10560.00;4742200;-10600.00;-10;4771240;-10601.00;6075396;-53.00;
;51485809;1;;1001;;999;;21;-1193865133;4698320;-10560.00;4731600;-10600.00;-11;4760620;-10620.00;6075343;-53.00;
;51485810;1;;997;;997;;21;-1193865133;4687760;-10560.00;4721000;-10600.00;-10;4749988;-10632.00;6075290;-53.00;
;51485811;1;;997;;997;;21;-1193865133;4677200;-10560.00;4710400;-10600.00;-10;4739347;-10641.00;6075237;-53.00;
;51485812;1;;995;;998;;21;-1193865133;4666640;-10560.00;4699800;-10600.00;-9;4728699;-10648.00;6075184;-53.00;
;51485813;1;;995;;998;;21;-1193865133;4656080;-10560.00;4689200;-10600.00;-8;4718056;-10643.00;6075131;-53.00;
;51485814;1;;997;;998;;21;-1193865133;4645520;-10560.00;4678600;-10600.00;-8;4707416;-10640.00;6075078;-53.00;
;51485815;1;;997;;995;;21;-1193865133;4634960;-10560.00;4668000;-10600.00;-8;4696775;-10641.00;6075025;-53.00;
;51485816;1;;999;;995;;21;-1193865133;4624400;-10560.00;4657400;-10600.00;-8;4686124;-10651.00;6074972;-53.00;
;51485817;1;;999;;995;;21;-1193865133;4613840;-10560.00;4647000;-10400.00;-7;4675474;-10650.00;6074920;-52.00;
;51485818;1;;998;;996;;21;-1193865133;4603280;-10560.00;4636400;-10600.00;-7;4664830;-10644.00;6074867;-53.00;
;51485819;1;;996;;996;;21;-1193865133;4592720;-10560.00;4626000;-10400.00;-7;4654199;-10631.00;6074815;-52.00;
;51485820;1;;995;;996;;21;-1193865133;4582160;-10560.00;4615400;-10600.00;-8;4643593;-10606.00;6074762;-53.00;
;51485821;1;;996;;996;;21;-1193865133;4571600;-10560.00;4604800;-10600.00;-10;4632991;-10602.00;6074709;-53.00;
;51485822;1;;997;;997;;21;-1193865133;4561040;-10560.00;4594200;-10600.00;-11;4622372;-10619.00;6074656;-53.00;
;51485823;1;;997;;998;;21;-1193865133;4550480;-10560.00;4583600;-10600.00;-11;4611698;-10674.00;6074603;-53.00;
;51485824;1;;997;;998;;21;-1193865133;4539920;-10560.00;4573000;-10600.00;-10;4601045;-10653.00;6074550;-53.00;
;51485825;1;;997;;999;;21;-1193865133;4529360;-10560.00;4562200;-10800.00;-9;4590378;-10667.00;6074496;-54.00;
;51485826;1;;998;;1000;;21;-1193865133;4518800;-10560.00;4551600;-10600.00;-8;4579717;-10661.00;6074443;-53.00;
;51485827;1;;1000;;1002;;21;-1193865133;4508240;-10560.00;4541000;-10600.00;-8;4569062;-10655.00;6074390;-53.00;
;51485828;1;;1003;;1003;;21;-1193865133;4497680;-10560.00;4530600;-10400.00;-7;4558412;-10650.00;6074338;-52.00;
;51485829;1;;1004;;1006;;21;-1193865133;4487120;-10560.00;4520000;-10600.00;-6;4547777;-10635.00;6074285;-53.00;
;51485830;1;;1038;;1059;;21;-1193865133;4476560;-10560.00;4509400;-10600.00;-7;4537163;-10614.00;6074232;-53.00;
;51485831;1;;1076;;1087;;21;-1193865133;4466000;-10560.00;4499000;-10400.00;-8;4526564;-10599.00;6074180;-52.00;
;51485832;1;;1100;;1107;;21;-1193865133;4455440;-10560.00;4488400;-10600.00;-10;4515964;-10600.00;6074127;-53.00;
;51485833;1;;1111;;1126;;21;-1193865133;4444880;-10560.00;4477800;-10600.00;-10;4505352;-10612.00;6074074;-53.00;
;51485834;1;;1119;;1126;;21;-1193865133;4434320;-10560.00;4467200;-10600.00;-10;4494736;-10616.00;6074021;-53.00;
;51485835;1;;1131;;409;;21;-1193865133;4423760;-10560.00;4456600;-10600.00;-11;4484108;-10628.00;6073968;-53.00;
;51485836;1;;1132;;409;;21;-1193865133;4413200;-10560.00;4446000;-10600.00;-10;4473468;-10640.00;6073915;-53.00;
;51485837;1;;1133;;409;;21;-1193865133;4402640;-10560.00;4435400;-10600.00;-9;4462825;-10643.00;6073862;-53.00;
;51485838;1;;1123;;409;;21;-1193865133;4392080;-10560.00;4424800;-10600.00;-8;4452180;-10645.00;6073809;-53.00;
;51485839;1;;1095;;409;;21;-1193865133;4381520;-10560.00;4414200;-10600.00;-8;4441539;-10641.00;6073756;-53.00;
;51485840;1;;1080;;1071;;21;-1193865133;4370960;-10560.00;4403600;-10600.00;-7;4430899;-10640.00;6073703;-53.00;
;51485841;1;;421;;1072;;21;-1193865133;4360400;-10560.00;4393200;-10400.00;-7;4420265;-10634.00;6073651;-52.00;
;51485842;1;;409;;409;;21;-1193865133;4349840;-10560.00;4382600;-10600.00;-7;4409640;-10625.00;6073598;-53.00;
;51485843;1;;409;;409;;21;-1193865133;4339280;-10560.00;4372200;-10400.00;-8;4399030;-10610.00;6073546;-52.00;
;51485844;1;;409;;409;;21;-1193865133;4328720;-10560.00;4361600;-10600.00;-8;4388442;-10588.00;6073493;-53.00;
;51485845;1;;409;;409;;21;-1193865133;4318160;-10560.00;4350800;-10800.00;-11;4377853;-10589.00;6073439;-54.00;
;51485846;1;;409;;409;;21;-1193865133;4307600;-10560.00;4340200;-10600.00;-11;4367251;-10602.00;6073386;-53.00;
;51485847;1;;409;;409;;21;-1193865133;4297040;-10560.00;4329600;-10600.00;-12;4356630;-10621.00;6073333;-53.00;
;51485848;1;;409;;409;;21;-1193865133;4286480;-10560.00;4319000;-10600.00;-10;4345986;-10644.00;6073280;-53.00;
;51485849;1;;409;;409;;21;-1193865133;4275920;-10560.00;4308400;-10600.00;-8;4335336;-10650.00;6073227;-53.00;
;51485850;1;;409;;409;;21;-1193865133;4265360;-10560.00;4297800;-10600.00;-7;4324699;-10637.00;6073174;-53.00;
;51485851;1;;409;;409;;21;-1193865133;4254800;-10560.00;4287200;-10600.00;-7;4314073;-10626.00;6073121;-53.00;
;51485852;1;;409;;409;;21;-1193865133;4244240;-10560.00;4276800;-10400.00;-7;4303455;-10618.00;6073069;-52.00;
;51485853;1;;409;;409;;21;-1193865133;4233679;-10561.00;4266400;-10400.00;-7;4292849;-10606.00;6073017;-52.00;
;51485854;1;;409;;409;;21;-1193865133;4223119;-10560.00;4255800;-10600.00;-8;4282264;-10585.00;6072964;-53.00;
;51485855;1;;409;;409;;21;-1193865133;4212559;-10560.00;4245400;-10400.00;-9;4271698;-10566.00;6072912;-52.00;
;51485856;1;;409;;409;;21;-1193865133;4201999;-10560.00;4234800;-10600.00;-11;4261126;-10572.00;6072859;-53.00;
;51485857;1;;409;;409;;21;-1193865133;4191439;-10560.00;4224200;-10600.00;-12;4250527;-10599.00;6072806;-53.00;
;51485858;1;;409;;409;;21;-1193865133;4180879;-10560.00;4213600;-10600.00;-11;4239898;-10629.00;6072753;-53.00;
;51485859;1;;409;;409;;21;-1193865133;4170319;-10560.00;4203000;-10600.00;-11;4229248;-10650.00;6072700;-53.00;
;51485860;1;;409;;409;;21;-1193865133;4159759;-10560.00;4192400;-10600.00;-9;4218592;-10656.00;6072647;-53.00;
;51485861;1;;409;;409;;21;-1193865133;4149199;-10560.00;4181800;-10600.00;-8;4207942;-10650.00;6072594;-53.00;
;51485862;1;;409;;409;;21;-1193865133;4138639;-10560.00;4171200;-10600.00;-7;4197302;-10640.00;6072541;-53.00;
;51485863;1;;409;;409;;21;-1193865133;4128079;-10560.00;4160800;-10400.00;-7;4186672;-10630.00;6072489;-52.00;
;51485864;1;;409;;409;;21;-1193865133;4117519;-10560.00;4150200;-10600.00;-7;4176054;-10618.00;6072436;-53.00;
;51485865;1;;409;;409;;21;-1193865133;4106959;-10560.00;4139600;-10600.00;-7;4165459;-10595.00;6072383;-53.00;
;51485866;1;;409;;409;;21;-1193865133;4096399;-10560.00;4129200;-10400.00;-9;4154880;-10579.00;6072331;-52.00;
;51485867;1;;409;;409;;21;-1193865133;4085839;-10560.00;4118600;-10600.00;-11;4144294;-10586.00;6072278;-53.00;
;51485868;1;;409;;409;;21;-1193865133;4075279;-10560.00;4108000;-10600.00;-11;4133689;-10605.00;6072225;-53.00;
;51485869;1;;409;;409;;21;-1193865133;4064719;-10560.00;4097400;-10600.00;-10;4123074;-10615.00;6072172;-53.00;
;51485870;1;;409;;409;;21;-1193865133;4054159;-10560.00;4086800;-10600.00;-10;4112447;-10627.00;6072119;-53.00;
;51485871;1;;409;;409;;21;-1193865133;4043599;-10560.00;4076200;-10600.00;-9;4101807;-10640.00;6072066;-53.00;
;51485872;1;;409;;409;;21;-1193865133;4033039;-10560.00;4065600;-10600.00;-8;4091168;-10639.00;6072013;-53.00;
;51485873;1;;409;;409;;21;-1193865133;4022479;-10560.00;4055200;-10400.00;-8;4080535;-10633.00;6071961;-52.00;
;51485874;1;;409;;409;;21;-1193865133;4011919;-10560.00;4044600;-10600.00;-8;4069913;-10622.00;6071908;-53.00;
;51485875;1;;409;;409;;21;-1193865133;4001359;-10560.00;4034000;-10600.00;-8;4059297;-10616.00;6071855;-53.00;
;51485876;1;;409;;409;;21;-1193865133;3990799;-10560.00;4023600;-10400.00;-8;4048695;-10602.00;6071803;-52.00;
;51485877;1;;409;;409;;21;-1193865133;3980239;-10560.00;4013000;-10600.00;-10;4038103;-10592.00;6071750;-53.00;
;51485878;1;;409;;409;;21;-1193865133;3969679;-10560.00;4002600;-10400.00;-10;4027508;-10595.00;6071698;-52.00;
;51485879;1;;409;;409;;21;-1193865133;3959119;-10560.00;3992000;-10600.00;-10;4016914;-10594.00;6071645;-53.00;
;51485880;1;;409;;409;;21;-1193865133;3948559;-10560.00;3981400;-10600.00;-11;4006313;-10601.00;6071592;-53.00;
;51485881;1;;409;;409;;21;-1193865133;3937999;-10560.00;3970800;-10600.00;-11;3995693;-10620.00;6071539;-53.00;
;51485882;1;;409;;409;;21;-1193865133;3927439;-10560.00;3960200;-10600.00;-11;3985056;-10637.00;6071486;-53.00;
;51485883;1;;409;;409;;21;-1193865133;3916879;-10560.00;3949600;-10600.00;-10;3974397;-10659.00;6071433;-53.00;
;51485884;1;;409;;409;;21;-1193865133;3906319;-10560.00;3939000;-10600.00;-8;3963739;-10658.00;6071380;-53.00;
;51485885;1;;409;;409;;21;-1193865133;3895759;-10560.00;3928400;-10600.00;-7;3953093;-10646.00;6071327;-53.00;
;51485886;1;;409;;409;;21;-1193865133;3885199;-10560.00;3917800;-10600.00;-7;3942466;-10627.00;6071274;-53.00;
;51485887;1;;409;;409;;21;-1193865133;3874639;-10560.00;3907400;-10400.00;-8;3931858;-10608.00;6071222;-52.00;
;51485888;1;;409;;409;;21;-1193865133;3864079;-10560.00;3896800;-10600.00;-9;3921265;-10593.00;6071169;-53.00;
;51485889;1;;409;;409;;21;-1193865133;3853519;-10560.00;3886400;-10400.00;-9;3910686;-10579.00;6071117;-52.00;
;51485890;1;;409;;409;;21;-1193865133;3842959;-10560.00;3875800;-10600.00;-10;3900071;-10615.00;6071064;-53.00;
;51485891;1;;409;;409;;21;-1193865133;3832399;-10560.00;3865200;-10600.00;-12;3889479;-10592.00;6071011;-53.00;
;51485892;1;;409;;409;;21;-1193865133;3821839;-10560.00;3854600;-10600.00;-11;3878859;-10620.00;6070958;-53.00;
;51485893;1;;409;;409;;21;-1193865133;3811279;-10560.00;3844000;-10600.00;-11;3868220;-10639.00;6070905;-53.00;
;51485894;1;;409;;409;;21;-1193865133;3800719;-10560.00;3833400;-10600.00;-10;3857569;-10651.00;6070852;-53.00;
;51485895;1;;409;;409;;21;-1193865133;3790159;-10560.00;3822800;-10600.00;-8;3846917;-10652.00;6070799;-53.00;
;51485896;1;;409;;409;;21;-1193865133;3779599;-10560.00;3812400;-10400.00;-8;3836254;-10663.00;6070747;-52.00;
;51485897;1;;409;;409;;21;-1193865133;3769039;-10560.00;3801800;-10600.00;-7;3825644;-10610.00;6070694;-53.00;
;51485898;1;;409;;409;;21;-1193865133;3758479;-10560.00;3791400;-10400.00;-7;3815031;-10613.00;6070642;-52.00;
;51485899;1;;409;;409;;21;-1193865133;3747919;-10560.00;3780800;-10600.00;-8;3804434;-10597.00;6070589;-53.00;
;51485900;1;;409;;409;;21;-1193865133;3737359;-10560.00;3770400;-10400.00;-10;3793837;-10597.00;6070537;-52.00;
;51485901;1;;409;;409;;21;-1193865133;3726799;-10560.00;3759800;-10600.00;-10;3783230;-10607.00;6070484;-53.00;
;51485902;1;;409;;409;;21;-1193865133;3716239;-10560.00;3749400;-10400.00;-11;3772616;-10614.00;6070432;-52.00;
;51485903;1;;409;;409;;21;-1193865133;3705679;-10560.00;3738800;-10600.00;-11;3761988;-10628.00;6070379;-53.00;
;51485904;1;;409;;409;;21;-1193865133;3695119;-10560.00;3728200;-10600.00;-11;3751353;-10635.00;6070326;-53.00;
;51485905;1;;409;;409;;21;-1193865133;3684559;-10560.00;3717600;-10600.00;-10;3740704;-10649.00;6070273;-53.00;
;51485906;1;;409;;409;;21;-1193865133;3673999;-10560.00;3706600;-11000.00;-10;3730041;-10663.00;6070218;-55.00;
;51485907;1;;409;;409;;21;-1193865133;3663439;-10560.00;3696000;-10600.00;-8;3719364;-10677.00;6070165;-53.00;
;51485908;1;;409;;409;;21;-1193865133;3652879;-10560.00;3685800;-10200.00;-7;3708694;-10670.00;6070114;-51.00;
;51485909;1;;409;;409;;21;-1193865133;3642319;-10560.00;3675200;-10600.00;-7;3698036;-10658.00;6070061;-53.00;
;51485910;1;;409;;409;;21;-1193865133;3631759;-10560.00;3664600;-10600.00;-5;3687420;-10616.00;6070008;-53.00;
;51485911;1;;409;;409;;21;-1193865133;3621199;-10560.00;3654000;-10600.00;-7;3676853;-10567.00;6069955;-53.00;
;51485912;1;;409;;409;;21;-1193865133;3610639;-10560.00;3643600;-10400.00;-11;3666284;-10569.00;6069903;-52.00;
;51485913;1;;409;;409;;21;-1193865133;3600079;-10560.00;3633000;-10600.00;-12;3655685;-10599.00;6069850;-53.00;
;51485914;1;;409;;409;;21;-1193865133;3589519;-10560.00;3622400;-10600.00;-12;3645065;-10620.00;6069797;-53.00;
;51485915;1;;409;;409;;21;-1193865133;3578959;-10560.00;3611800;-10600.00;-11;3634437;-10628.00;6069744;-53.00;
;51485916;1;;409;;409;;21;-1193865133;3568399;-10560.00;3601200;-10600.00;-11;3623802;-10635.00;6069691;-53.00;
;51485917;1;;409;;409;;21;-1193865133;3557839;-10560.00;3590600;-10600.00;-10;3613151;-10651.00;6069638;-53.00;
;51485918;1;;409;;409;;21;-1193865133;3547279;-10560.00;3580000;-10600.00;-8;3602500;-10651.00;6069585;-53.00;
;51485919;1;;409;;409;;21;-1193865133;3536719;-10560.00;3569400;-10600.00;-8;3591852;-10648.00;6069532;-53.00;
;51485920;1;;409;;409;;21;-1193865133;3526159;-10560.00;3559000;-10400.00;-7;3581212;-10640.00;6069480;-52.00;
;51485921;1;;409;;409;;21;-1193865133;3515599;-10560.00;3548400;-10600.00;-7;3570592;-10620.00;6069427;-53.00;
;51485922;1;;409;;409;;21;-1193865133;3505039;-10560.00;3537800;-10600.00;-8;3559990;-10602.00;6069374;-53.00;
;51485923;1;;409;;409;;21;-1193865133;3494479;-10560.00;3527400;-10400.00;-9;3549399;-10591.00;6069322;-52.00;
;51485924;1;;409;;409;;21;-1193865133;3483919;-10560.00;3516800;-10600.00;-11;3538804;-10595.00;6069269;-53.00;
;51485925;1;;409;;409;;21;-1193865133;3473359;-10560.00;3506200;-10600.00;-11;3528194;-10610.00;6069216;-53.00;
;51485926;1;;409;;409;;21;-1193865133;3462799;-10560.00;3495600;-10600.00;-11;3517576;-10618.00;6069163;-53.00;
;51485927;1;;409;;409;;21;-1193865133;3452239;-10560.00;3485000;-10600.00;-11;3506942;-10634.00;6069110;-53.00;
;51485928;1;;409;;409;;21;-1193865133;3441679;-10560.00;3474400;-10600.00;-10;3496288;-10654.00;6069057;-53.00;
;51485929;1;;409;;409;;21;-1193865133;3431119;-10560.00;3463800;-10600.00;-8;3485632;-10656.00;6069004;-53.00;
;51485930;1;;409;;409;;21;-1193865133;3420559;-10560.00;3453400;-10400.00;-7;3474986;-10646.00;6068952;-52.00;
;51485931;1;;409;;409;;21;-1193865133;3409999;-10560.00;3442600;-10800.00;-7;3464356;-10630.00;6068898;-54.00;
;51485932;1;;409;;409;;21;-1193865133;3399439;-10560.00;3432000;-10600.00;-8;3453744;-10612.00;6068845;-53.00;
;51485933;1;;409;;409;;21;-1193865133;3388879;-10560.00;3421800;-10200.00;-9;3443152;-10592.00;6068794;-51.00;
;51485934;1;;409;;409;;21;-1193865133;3378319;-10560.00;3411000;-10800.00;-10;3432564;-10588.00;6068740;-54.00;
;51485935;1;;409;;409;;21;-1193865133;3367759;-10560.00;3400400;-10600.00;-10;3421966;-10598.00;6068687;-53.00;
;51485936;1;;409;;409;;21;-1193865133;3357199;-10560.00;3389800;-10600.00;-10;3411369;-10597.00;6068634;-53.00;
;51485937;1;;409;;409;;21;-1193865133;3346639;-10560.00;3379200;-10600.00;-12;3400753;-10616.00;6068581;-53.00;
;51485938;1;;409;;409;;21;-1193865133;3336079;-10560.00;3368800;-10400.00;-10;3390113;-10640.00;6068529;-52.00;
;51485939;1;;409;;409;;21;-1193865133;3325519;-10560.00;3358200;-10600.00;-9;3379483;-10630.00;6068476;-53.00;
;51485940;1;;409;;409;;21;-1193865133;3314959;-10560.00;3347600;-10600.00;-8;3368866;-10617.00;6068423;-53.00;
;51485941;1;;409;;409;;21;-1193865133;3304399;-10560.00;3337000;-10600.00;-8;3358253;-10613.00;6068370;-53.00;
;51485942;1;;409;;409;;21;-1193865133;3293839;-10560.00;3326400;-10600.00;-9;3347630;-10623.00;6068317;-53.00;
;51485943;1;;409;;409;;21;-1193865133;3283279;-10560.00;3316000;-10400.00;-9;3336995;-10635.00;6068265;-52.00;
;51485944;1;;409;;409;;21;-1193865133;3272719;-10560.00;3305600;-10400.00;-8;3326375;-10620.00;6068213;-52.00;
