+-----------------------------------------------------------------------+
| TRACE AXES      type machine: ROBOMAC          no: 513583             |
+-----------------------------------------------------------------------+

Mon Mar 20 14:17:43 2017

Trigger time : 51612560

;Time;interpol;;Eana14;;Eana15;;mode 0;m_pos 0;des_pos 0;des_speed 0;x1r 0;r_speed 0;couple 0;pos_mot 0;mot_speed 0;pos_ext 0;ext_speed 0;
;51612604;1;;993;;996;;21;-1194935133;5169957;-6.00;5170000;0.00;-3;5205273;-5.00;6082885;0.00;
;51612605;1;;993;;996;;21;-1194935133;5169952;-5.00;5170000;0.00;-3;5205269;-4.00;6082885;0.00;
;51612606;1;;993;;996;;21;-1194935133;5169945;-7.00;5170000;0.00;-3;5205264;-5.00;6082885;0.00;
;51612607;1;;993;;996;;21;-1194935133;5169938;-7.00;5170000;0.00;-3;5205259;-5.00;6082885;0.00;
;51612608;1;;993;;996;;21;-1194935133;5169930;-8.00;5170000;0.00;-3;5205254;-5.00;6082885;0.00;
;51612609;1;;993;;996;;21;-1194935133;5169922;-8.00;5169600;-400.00;-3;5205248;-6.00;6082883;-2.00;
;51612610;1;;993;;996;;21;-1194935133;5169912;-10.00;5169600;0.00;-3;5205241;-7.00;6082883;0.00;
;51612611;1;;993;;996;;21;-1194935133;5169902;-10.00;5169600;0.00;-3;5205232;-9.00;6082883;0.00;
;51612612;1;;993;;995;;21;-1194935133;5169890;-12.00;5169600;0.00;-3;5205221;-11.00;6082883;0.00;
;51612613;1;;993;;996;;21;-1194935133;5169877;-13.00;5169600;0.00;-1;5205223;2.00;6082883;0.00;
;51612614;1;;993;;996;;21;-1194935133;5169864;-13.00;5169600;0.00;-2;5205245;22.00;6082883;0.00;
;51612615;1;;993;;996;;21;-1194935133;5169849;-15.00;5169600;0.00;-2;5205265;20.00;6082883;0.00;
;51612616;1;;993;;996;;21;-1194935133;5169832;-17.00;5169600;0.00;-3;5205274;9.00;6082883;0.00;
;51612617;1;;993;;996;;21;-1194935133;5169814;-18.00;5169600;0.00;-3;5205270;-4.00;6082883;0.00;
;51612618;1;;993;;996;;21;-1194935133;5169795;-19.00;5169600;0.00;-3;5205260;-10.00;6082883;0.00;
;51612619;1;;993;;996;;21;-1194935133;5169774;-21.00;5169600;0.00;-3;5205252;-8.00;6082883;0.00;
;51612620;1;;993;;996;;21;-1194935133;5169751;-23.00;5169600;0.00;-3;5205247;-5.00;6082883;0.00;
;51612621;1;;994;;996;;21;-1194935133;5169726;-25.00;5169600;0.00;-3;5205243;-4.00;6082883;0.00;
;51612622;1;;994;;996;;21;-1194935133;5169700;-26.00;5169600;0.00;-3;5205239;-4.00;6082883;0.00;
;51612623;1;;993;;996;;21;-1194935133;5169671;-29.00;5169600;0.00;-3;5205231;-8.00;6082883;0.00;
;51612624;1;;993;;996;;21;-1194935133;5169640;-31.00;5169600;0.00;-3;5205218;-13.00;6082883;0.00;
;51612625;1;;993;;996;;21;-1194935133;5169607;-33.00;5169600;0.00;-3;5205204;-14.00;6082883;0.00;
;51612626;1;;993;;996;;21;-1194935133;5169571;-36.00;5169600;0.00;-3;5205190;-14.00;6082883;0.00;
;51612627;1;;993;;996;;21;-1194935133;5169533;-38.00;5169600;0.00;-4;5205175;-15.00;6082883;0.00;
;51612628;1;;993;;996;;21;-1194935133;5169492;-41.00;5169600;0.00;-4;5205155;-20.00;6082883;0.00;
;51612629;1;;993;;996;;21;-1194935133;5169448;-44.00;5169600;0.00;-4;5205129;-26.00;6082883;0.00;
;51612630;1;;993;;996;;21;-1194935133;5169401;-47.00;5169600;0.00;-4;5205095;-34.00;6082883;0.00;
;51612631;1;;993;;996;;21;-1194935133;5169351;-50.00;5169600;0.00;-4;5205057;-38.00;6082883;0.00;
;51612632;1;;993;;996;;21;-1194935133;5169297;-54.00;5169400;-200.00;-4;5205016;-41.00;6082882;-1.00;
