+-----------------------------------------------------------------------+;;;;;;;;;;;;;;;;;;
| TRACE AXES      type machine: ROBOMAC          no: 513583             |;;;;;;;;;;;;;;;;;;
+-----------------------------------------------------------------------+;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Mon Mar 20 14:19:03 2017;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Trigger time : 51695177;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Time;interpol;;Eana14;;Eana15;;mode 0;m_pos 0;des_pos 0;des_speed 0;x1r 0;r_speed 0;couple 0;pos_mot 0;mot_speed 0;pos_ext 0;ext_speed 0
;51695638;1;;409;;409;;21;-1196005133;3542879;-5280.00;3559200;-5200.00;-5;3585899;-5312.00;6080181;-26.00
;51695639;1;;409;;409;;21;-1196005133;3537599;-5280.00;3554000;-5200.00;-6;3580598;-5301.00;6080155;-26.00
;51695640;1;;409;;409;;21;-1196005133;3532319;-5280.00;3548800;-5200.00;-7;3575296;-5302.00;6080129;-26.00
;51695641;1;;409;;409;;21;-1196005133;3527039;-5280.00;3543600;-5200.00;-6;3569994;-5302.00;6080103;-26.00
;51695642;1;;409;;409;;21;-1196005133;3521759;-5280.00;3538200;-5400.00;-7;3564699;-5295.00;6080076;-27.00
;51695643;1;;409;;409;;21;-1196005133;3516479;-5280.00;3532800;-5400.00;-8;3559398;-5301.00;6080049;-27.00
;51695644;1;;409;;409;;21;-1196005133;3511199;-5280.00;3527600;-5200.00;-8;3554086;-5312.00;6080023;-26.00
;51695645;1;;409;;409;;21;-1196005133;3505919;-5280.00;3522200;-5400.00;-8;3548760;-5326.00;6079996;-27.00
;51695646;1;;409;;409;;21;-1196005133;3500639;-5280.00;3516800;-5400.00;-7;3543431;-5329.00;6079969;-27.00
;51695647;1;;409;;409;;21;-1196005133;3495359;-5280.00;3511600;-5200.00;-6;3538113;-5318.00;6079943;-26.00
;51695648;1;;409;;409;;21;-1196005133;3490079;-5280.00;3506200;-5400.00;-6;3532807;-5306.00;6079916;-27.00
;51695649;1;;409;;409;;21;-1196005133;3484799;-5280.00;3501000;-5200.00;-6;3527502;-5305.00;6079890;-26.00
;51695650;1;;409;;409;;21;-1196005133;3479519;-5280.00;3495600;-5400.00;-6;3522206;-5296.00;6079863;-27.00
;51695651;1;;409;;409;;21;-1196005133;3474239;-5280.00;3490400;-5200.00;-6;3516918;-5288.00;6079837;-26.00
;51695652;1;;409;;409;;21;-1196005133;3468959;-5280.00;3485200;-5200.00;-6;3511628;-5290.00;6079811;-26.00
;51695653;1;;409;;409;;21;-1196005133;3463679;-5280.00;3480000;-5200.00;-7;3506339;-5289.00;6079785;-26.00
;51695654;1;;409;;409;;21;-1196005133;3458399;-5280.00;3474800;-5200.00;-7;3501049;-5290.00;6079759;-26.00
;51695655;1;;409;;409;;21;-1196005133;3453119;-5280.00;3469400;-5400.00;-7;3495758;-5291.00;6079732;-27.00
;51695656;1;;409;;409;;21;-1196005133;3447839;-5280.00;3464200;-5200.00;-8;3490457;-5301.00;6079706;-26.00
;51695657;1;;409;;409;;21;-1196005133;3442559;-5280.00;3458800;-5400.00;-8;3485142;-5315.00;6079679;-27.00
;51695658;1;;409;;409;;21;-1196005133;3437279;-5280.00;3453600;-5200.00;-7;3479813;-5329.00;6079653;-26.00
;51695659;1;;409;;409;;21;-1196005133;3431999;-5280.00;3448200;-5400.00;-6;3474479;-5334.00;6079626;-27.00
;51695660;1;;409;;409;;21;-1196005133;3426719;-5280.00;3443000;-5200.00;-6;3469137;-5342.00;6079600;-26.00
;51695661;1;;409;;409;;21;-1196005133;3421439;-5280.00;3437600;-5400.00;-5;3463830;-5307.00;6079573;-27.00
;51695662;1;;409;;409;;21;-1196005133;3416159;-5280.00;3432400;-5200.00;-6;3458531;-5299.00;6079547;-26.00
;51695663;1;;409;;409;;21;-1196005133;3410879;-5280.00;3427200;-5200.00;-6;3453237;-5294.00;6079521;-26.00
;51695664;1;;409;;409;;21;-1196005133;3405599;-5280.00;3422000;-5200.00;-7;3447945;-5292.00;6079495;-26.00
;51695665;1;;409;;409;;21;-1196005133;3400319;-5280.00;3416800;-5200.00;-6;3442654;-5291.00;6079469;-26.00
;51695666;1;;409;;409;;21;-1196005133;3395039;-5280.00;3411400;-5400.00;-7;3437368;-5286.00;6079442;-27.00
;51695667;1;;409;;409;;21;-1196005133;3389759;-5280.00;3406200;-5200.00;-8;3432074;-5294.00;6079416;-26.00
;51695668;1;;409;;409;;21;-1196005133;3384479;-5280.00;3400800;-5400.00;-8;3426764;-5310.00;6079389;-27.00
;51695669;1;;409;;409;;21;-1196005133;3379199;-5280.00;3395600;-5200.00;-8;3421442;-5322.00;6079363;-26.00
;51695670;1;;409;;409;;21;-1196005133;3373919;-5280.00;3390200;-5400.00;-7;3416120;-5322.00;6079336;-27.00
;51695671;1;;409;;409;;21;-1196005133;3368639;-5280.00;3384800;-5400.00;-7;3410808;-5312.00;6079309;-27.00
;51695672;1;;409;;409;;21;-1196005133;3363359;-5280.00;3379600;-5200.00;-6;3405505;-5303.00;6079283;-26.00
;51695673;1;;409;;409;;21;-1196005133;3358079;-5280.00;3374400;-5200.00;-7;3400208;-5297.00;6079257;-26.00
;51695674;1;;409;;409;;21;-1196005133;3352799;-5280.00;3369000;-5400.00;-6;3394910;-5298.00;6079230;-27.00
;51695675;1;;409;;409;;21;-1196005133;3347519;-5280.00;3363800;-5200.00;-6;3389613;-5297.00;6079204;-26.00
;51695676;1;;409;;409;;21;-1196005133;3342239;-5280.00;3358400;-5400.00;-7;3384316;-5297.00;6079177;-27.00
;51695677;1;;408;;409;;21;-1196005133;3336959;-5280.00;3353200;-5200.00;-7;3379007;-5309.00;6079151;-26.00
;51695678;1;;409;;409;;21;-1196005133;3331679;-5280.00;3348000;-5200.00;-7;3373699;-5308.00;6079125;-26.00
;51695679;1;;409;;409;;21;-1196005133;3326399;-5280.00;3342800;-5200.00;-7;3368392;-5307.00;6079099;-26.00
;51695680;1;;409;;409;;21;-1196005133;3321119;-5280.00;3337400;-5400.00;-6;3363086;-5306.00;6079072;-27.00
;51695681;1;;409;;409;;21;-1196005133;3315839;-5280.00;3332000;-5400.00;-6;3357784;-5302.00;6079045;-27.00
;51695682;1;;409;;409;;21;-1196005133;3310559;-5280.00;3326800;-5200.00;-7;3352477;-5307.00;6079019;-26.00
;51695683;1;;409;;409;;21;-1196005133;3305279;-5280.00;3321600;-5200.00;-7;3347159;-5318.00;6078993;-26.00
;51695684;1;;409;;409;;21;-1196005133;3299999;-5280.00;3316400;-5200.00;-6;3341840;-5319.00;6078967;-26.00
;51695685;1;;409;;409;;21;-1196005133;3294719;-5280.00;3311000;-5400.00;-5;3336535;-5305.00;6078940;-27.00
;51695686;1;;409;;409;;21;-1196005133;3289439;-5280.00;3305800;-5200.00;-6;3331240;-5295.00;6078914;-26.00
;51695687;1;;409;;409;;21;-1196005133;3284159;-5280.00;3300400;-5400.00;-7;3325941;-5299.00;6078887;-27.00
;51695688;1;;409;;409;;21;-1196005133;3278879;-5280.00;3295200;-5200.00;-8;3320635;-5306.00;6078861;-26.00
;51695689;1;;409;;409;;21;-1196005133;3273599;-5280.00;3290000;-5200.00;-7;3315324;-5311.00;6078835;-26.00
;51695690;1;;409;;409;;21;-1196005133;3268319;-5280.00;3284800;-5200.00;-7;3310017;-5307.00;6078809;-26.00
;51695691;1;;409;;409;;21;-1196005133;3263039;-5280.00;3279400;-5400.00;-6;3304712;-5305.00;6078782;-27.00
;51695692;1;;409;;409;;21;-1196005133;3257759;-5280.00;3274000;-5400.00;-7;3299415;-5297.00;6078755;-27.00
;51695693;1;;409;;409;;21;-1196005133;3252479;-5280.00;3268800;-5200.00;-8;3294113;-5302.00;6078729;-26.00
;51695694;1;;409;;409;;21;-1196005133;3247199;-5280.00;3263400;-5400.00;-8;3288800;-5313.00;6078702;-27.00
;51695695;1;;409;;409;;21;-1196005133;3241919;-5280.00;3258200;-5200.00;-7;3283484;-5316.00;6078676;-26.00
;51695696;1;;409;;409;;21;-1196005133;3236639;-5280.00;3252800;-5400.00;-6;3278177;-5307.00;6078649;-27.00
;51695697;1;;409;;409;;21;-1196005133;3231359;-5280.00;3247600;-5200.00;-7;3272875;-5302.00;6078623;-26.00
;51695698;1;;409;;409;;21;-1196005133;3226079;-5280.00;3242400;-5200.00;-6;3267577;-5298.00;6078597;-26.00
;51695699;1;;409;;409;;21;-1196005133;3220799;-5280.00;3237000;-5400.00;-7;3262280;-5297.00;6078570;-27.00
;51695700;1;;409;;409;;21;-1196005133;3215519;-5280.00;3231800;-5200.00;-7;3256973;-5307.00;6078544;-26.00
;51695701;1;;409;;409;;21;-1196005133;3210239;-5280.00;3226600;-5200.00;-7;3251666;-5307.00;6078518;-26.00
;51695702;1;;409;;409;;21;-1196005133;3204959;-5280.00;3221000;-5600.00;-7;3246350;-5316.00;6078490;-28.00
;51695703;1;;409;;409;;21;-1196005133;3199679;-5280.00;3215800;-5200.00;-6;3241035;-5315.00;6078464;-26.00
;51695704;1;;409;;409;;21;-1196005133;3194399;-5280.00;3210800;-5000.00;-6;3235730;-5305.00;6078439;-25.00
;51695705;1;;409;;409;;21;-1196005133;3189119;-5280.00;3205600;-5200.00;-7;3230425;-5305.00;6078413;-26.00
;51695706;1;;409;;409;;21;-1196005133;3183839;-5280.00;3200400;-5200.00;-5;3225126;-5299.00;6078387;-26.00
;51695707;1;;409;;409;;21;-1196005133;3178559;-5280.00;3195000;-5400.00;-6;3219839;-5287.00;6078360;-27.00
;51695708;1;;409;;409;;21;-1196005133;3173279;-5280.00;3189800;-5200.00;-8;3214537;-5302.00;6078334;-26.00
;51695709;1;;409;;409;;21;-1196005133;3167999;-5280.00;3184600;-5200.00;-8;3209209;-5328.00;6078308;-26.00
;51695710;1;;409;;409;;21;-1196005133;3162719;-5280.00;3179200;-5400.00;-8;3203874;-5335.00;6078281;-27.00
;51695711;1;;409;;409;;21;-1196005133;3157439;-5280.00;3173800;-5400.00;-6;3198545;-5329.00;6078254;-27.00
;51695712;1;;409;;409;;21;-1196005133;3152159;-5280.00;3168600;-5200.00;-6;3193231;-5314.00;6078228;-26.00
;51695713;1;;409;;409;;21;-1196005133;3146879;-5280.00;3163200;-5400.00;-7;3187914;-5317.00;6078201;-27.00
;51695714;1;;409;;409;;21;-1196005133;3141599;-5280.00;3157800;-5400.00;-6;3182597;-5317.00;6078174;-27.00
;51695715;1;;409;;409;;21;-1196005133;3136319;-5280.00;3152600;-5200.00;-6;3177287;-5310.00;6078148;-26.00
;51695716;1;;409;;409;;21;-1196005133;3131039;-5280.00;3147400;-5200.00;-7;3171978;-5309.00;6078122;-26.00
;51695717;1;;409;;409;;21;-1196005133;3125759;-5280.00;3142000;-5400.00;-6;3166664;-5314.00;6078095;-27.00
;51695718;1;;409;;409;;21;-1196005133;3120479;-5280.00;3136800;-5200.00;-5;3161361;-5303.00;6078069;-26.00
;51695719;1;;409;;409;;21;-1196005133;3115199;-5280.00;3131600;-5200.00;-6;3156064;-5297.00;6078043;-26.00
;51695720;1;;409;;409;;21;-1196005133;3109919;-5280.00;3126200;-5400.00;-7;3150763;-5301.00;6078016;-27.00
;51695721;1;;409;;409;;21;-1196005133;3104639;-5280.00;3121000;-5200.00;-6;3145460;-5303.00;6077990;-26.00
;51695722;1;;409;;409;;21;-1196005133;3099359;-5280.00;3115800;-5200.00;-7;3140160;-5300.00;6077964;-26.00
;51695723;1;;409;;409;;21;-1196005133;3094079;-5280.00;3110600;-5200.00;-7;3134852;-5308.00;6077938;-26.00
;51695724;1;;409;;409;;21;-1196005133;3088799;-5280.00;3105200;-5400.00;-7;3129540;-5312.00;6077911;-27.00
;51695725;1;;409;;409;;21;-1196005133;3083519;-5280.00;3099800;-5400.00;-7;3124231;-5309.00;6077884;-27.00
;51695726;1;;409;;409;;21;-1196005133;3078239;-5280.00;3094600;-5200.00;-7;3118912;-5319.00;6077858;-26.00
;51695727;1;;409;;409;;21;-1196005133;3072959;-5280.00;3089200;-5400.00;-7;3113564;-5348.00;6077831;-27.00
;51695728;1;;409;;409;;21;-1196005133;3067679;-5280.00;3084000;-5200.00;-6;3108231;-5333.00;6077805;-26.00
;51695729;1;;409;;409;;21;-1196005133;3062399;-5280.00;3078800;-5200.00;-5;3102910;-5321.00;6077779;-26.00
;51695730;1;;409;;409;;21;-1196005133;3057119;-5280.00;3073600;-5200.00;-5;3097601;-5309.00;6077753;-26.00
;51695731;1;;409;;409;;21;-1196005133;3051839;-5280.00;3068200;-5400.00;-5;3092298;-5303.00;6077726;-27.00
;51695732;1;;409;;409;;21;-1196005133;3046559;-5280.00;3063000;-5200.00;-6;3087000;-5298.00;6077700;-26.00
;51695733;1;;409;;409;;21;-1196005133;3041279;-5280.00;3057800;-5200.00;-7;3081701;-5299.00;6077674;-26.00
;51695734;1;;409;;409;;21;-1196005133;3035999;-5280.00;3052600;-5200.00;-7;3076392;-5309.00;6077648;-26.00
;51695735;1;;409;;409;;21;-1196005133;3030719;-5280.00;3047200;-5400.00;-7;3071084;-5308.00;6077621;-27.00
;51695736;1;;409;;409;;21;-1196005133;3025439;-5280.00;3042000;-5200.00;-7;3065779;-5305.00;6077595;-26.00
;51695737;1;;409;;409;;21;-1196005133;3020159;-5280.00;3036600;-5400.00;-7;3060467;-5312.00;6077568;-27.00
;51695738;1;;409;;409;;21;-1196005133;3014879;-5280.00;3031400;-5200.00;-8;3055141;-5326.00;6077542;-26.00
;51695739;1;;409;;409;;21;-1196005133;3009599;-5280.00;3026000;-5400.00;-6;3049810;-5331.00;6077515;-27.00
;51695740;1;;409;;409;;21;-1196005133;3004319;-5280.00;3020600;-5400.00;-6;3044484;-5326.00;6077488;-27.00
;51695741;1;;409;;409;;21;-1196005133;2999039;-5280.00;3015400;-5200.00;-5;3039166;-5318.00;6077462;-26.00
;51695742;1;;409;;409;;21;-1196005133;2993759;-5280.00;3010200;-5200.00;-6;3033856;-5310.00;6077436;-26.00
;51695743;1;;409;;409;;21;-1196005133;2988479;-5280.00;3005000;-5200.00;-6;3028545;-5311.00;6077410;-26.00
;51695744;1;;409;;409;;21;-1196005133;2983199;-5280.00;2999600;-5400.00;-5;3023242;-5303.00;6077383;-27.00
;51695745;1;;409;;409;;21;-1196005133;2977919;-5280.00;2994400;-5200.00;-6;3017945;-5297.00;6077357;-26.00
;51695746;1;;409;;409;;21;-1196005133;2972639;-5280.00;2989000;-5400.00;-7;3012640;-5305.00;6077330;-27.00
;51695747;1;;409;;409;;21;-1196005133;2967359;-5280.00;2983800;-5200.00;-8;3007319;-5321.00;6077304;-26.00
;51695748;1;;409;;409;;21;-1196005133;2962079;-5280.00;2978600;-5200.00;-6;3001989;-5330.00;6077278;-26.00
;51695749;1;;409;;409;;21;-1196005133;2956799;-5280.00;2973200;-5400.00;-6;2996663;-5326.00;6077251;-27.00
;51695750;1;;409;;409;;21;-1196005133;2951519;-5280.00;2968000;-5200.00;-5;2991344;-5319.00;6077225;-26.00
;51695751;1;;409;;409;;21;-1196005133;2946239;-5280.00;2962800;-5200.00;-6;2986034;-5310.00;6077199;-26.00
;51695752;1;;409;;409;;21;-1196005133;2940959;-5280.00;2957400;-5400.00;-7;2980717;-5317.00;6077172;-27.00
;51695753;1;;409;;409;;21;-1196005133;2935679;-5280.00;2952200;-5200.00;-6;2975393;-5324.00;6077146;-26.00
;51695754;1;;409;;409;;21;-1196005133;2930399;-5280.00;2947000;-5200.00;-6;2970074;-5319.00;6077120;-26.00
;51695755;1;;409;;409;;21;-1196005133;2925119;-5280.00;2941600;-5400.00;-7;2964755;-5319.00;6077093;-27.00
;51695756;1;;409;;409;;21;-1196005133;2919839;-5280.00;2936200;-5400.00;-6;2959441;-5314.00;6077066;-27.00
;51695757;1;;409;;409;;21;-1196005133;2914559;-5280.00;2931000;-5200.00;-6;2954132;-5309.00;6077040;-26.00
;51695758;1;;409;;409;;21;-1196005133;2909279;-5280.00;2925800;-5200.00;-7;2948816;-5316.00;6077014;-26.00
;51695759;1;;409;;409;;21;-1196005133;2903999;-5280.00;2920400;-5400.00;-6;2943497;-5319.00;6076987;-27.00
;51695760;1;;409;;409;;21;-1196005133;2898719;-5280.00;2915200;-5200.00;-6;2938187;-5310.00;6076961;-26.00
;51695761;1;;409;;409;;21;-1196005133;2893439;-5280.00;2909800;-5400.00;-6;2932884;-5303.00;6076934;-27.00
;51695762;1;;409;;409;;21;-1196005133;2888159;-5280.00;2904600;-5200.00;-7;2927575;-5309.00;6076908;-26.00
;51695763;1;;409;;409;;21;-1196005133;2882879;-5280.00;2899400;-5200.00;-6;2922257;-5318.00;6076882;-26.00
;51695764;1;;409;;409;;21;-1196005133;2877599;-5280.00;2894000;-5400.00;-7;2916941;-5316.00;6076855;-27.00
;51695765;1;;409;;409;;21;-1196005133;2872319;-5280.00;2888600;-5400.00;-6;2911629;-5312.00;6076828;-27.00
;51695766;1;;409;;409;;21;-1196005133;2867039;-5280.00;2883400;-5200.00;-7;2906325;-5304.00;6076802;-26.00
;51695767;1;;409;;409;;21;-1196005133;2861759;-5280.00;2878200;-5200.00;-7;2901011;-5314.00;6076776;-26.00
;51695768;1;;409;;409;;21;-1196005133;2856479;-5280.00;2872800;-5400.00;-6;2895694;-5317.00;6076749;-27.00
;51695769;1;;409;;409;;21;-1196005133;2851199;-5280.00;2867600;-5200.00;-5;2890379;-5315.00;6076723;-26.00
;51695770;1;;409;;409;;21;-1196005133;2845919;-5280.00;2862200;-5400.00;-6;2885067;-5312.00;6076696;-27.00
;51695771;1;;409;;409;;21;-1196005133;2840639;-5280.00;2857000;-5200.00;-6;2879746;-5321.00;6076670;-26.00
;51695772;1;;409;;409;;21;-1196005133;2835359;-5280.00;2851800;-5200.00;-6;2874424;-5322.00;6076644;-26.00
;51695773;1;;409;;409;;21;-1196005133;2830079;-5280.00;2846600;-5200.00;-6;2869107;-5317.00;6076618;-26.00
;51695774;1;;409;;409;;21;-1196005133;2824799;-5280.00;2841400;-5200.00;-5;2863798;-5309.00;6076592;-26.00
;51695775;1;;409;;409;;21;-1196005133;2819519;-5280.00;2836200;-5200.00;-6;2858492;-5306.00;6076566;-26.00
;51695776;1;;409;;409;;21;-1196005133;2814239;-5280.00;2830800;-5400.00;-6;2853180;-5312.00;6076539;-27.00
;51695777;1;;409;;409;;21;-1196005133;2808959;-5280.00;2825400;-5400.00;-7;2847867;-5313.00;6076512;-27.00
;51695778;1;;409;;409;;21;-1196005133;2803679;-5280.00;2820200;-5200.00;-7;2842549;-5318.00;6076486;-26.00
;51695779;1;;409;;409;;21;-1196005133;2798399;-5280.00;2814800;-5400.00;-7;2837223;-5326.00;6076459;-27.00
;51695780;1;;409;;409;;21;-1196005133;2793119;-5280.00;2809600;-5200.00;-6;2831892;-5331.00;6076433;-26.00
;51695781;1;;409;;409;;21;-1196005133;2787839;-5280.00;2804200;-5400.00;-5;2826574;-5318.00;6076406;-27.00
;51695782;1;;409;;409;;21;-1196005133;2782559;-5280.00;2799000;-5200.00;-6;2821264;-5310.00;6076380;-26.00
;51695783;1;;409;;409;;21;-1196005133;2777279;-5280.00;2793600;-5400.00;-6;2815957;-5307.00;6076353;-27.00
;51695784;1;;409;;409;;21;-1196005133;2771999;-5280.00;2788400;-5200.00;-7;2810646;-5311.00;6076327;-26.00
;51695785;1;;409;;409;;21;-1196005133;2766719;-5280.00;2783000;-5400.00;-6;2805334;-5312.00;6076300;-27.00
;51695786;1;;409;;409;;21;-1196005133;2761439;-5280.00;2777800;-5200.00;-6;2800023;-5311.00;6076274;-26.00
;51695787;1;;409;;409;;21;-1196005133;2756159;-5280.00;2772600;-5200.00;-6;2794721;-5302.00;6076248;-26.00
;51695788;1;;409;;409;;21;-1196005133;2750879;-5280.00;2767400;-5200.00;-6;2789423;-5298.00;6076222;-26.00
;51695789;1;;409;;409;;21;-1196005133;2745599;-5280.00;2762000;-5400.00;-6;2784131;-5292.00;6076195;-27.00
;51695790;1;;409;;409;;21;-1196005133;2740319;-5280.00;2756800;-5200.00;-7;2778837;-5294.00;6076169;-26.00
;51695791;1;;409;;409;;21;-1196005133;2735039;-5280.00;2751200;-5600.00;-8;2773523;-5314.00;6076141;-28.00
;51695792;1;;409;;409;;21;-1196005133;2729759;-5280.00;2746200;-5000.00;-8;2768191;-5332.00;6076116;-25.00
;51695793;1;;409;;409;;21;-1196005133;2724479;-5280.00;2741000;-5200.00;-6;2762850;-5341.00;6076090;-26.00
;51695794;1;;409;;409;;21;-1196005133;2719199;-5280.00;2735600;-5400.00;-5;2757492;-5358.00;6076063;-27.00
;51695795;1;;409;;409;;21;-1196005133;2713919;-5280.00;2730400;-5200.00;-3;2752182;-5310.00;6076037;-26.00
;51695796;1;;409;;409;;21;-1196005133;2708639;-5280.00;2725200;-5200.00;-6;2746884;-5298.00;6076011;-26.00
;51695797;1;;409;;409;;21;-1196005133;2703359;-5280.00;2719600;-5600.00;-6;2741574;-5310.00;6075983;-28.00
;51695798;1;;409;;409;;21;-1196005133;2698079;-5280.00;2714600;-5000.00;-6;2736258;-5316.00;6075958;-25.00
;51695799;1;;409;;409;;21;-1196005133;2692799;-5280.00;2709400;-5200.00;-6;2730945;-5313.00;6075932;-26.00
;51695800;1;;409;;409;;21;-1196005133;2687519;-5280.00;2704000;-5400.00;-7;2725632;-5313.00;6075905;-27.00
;51695801;1;;409;;409;;21;-1196005133;2682239;-5280.00;2698400;-5600.00;-5;2720332;-5300.00;6075877;-28.00
;51695802;1;;409;;409;;21;-1196005133;2676959;-5280.00;2693200;-5200.00;-7;2715037;-5295.00;6075851;-26.00
;51695803;1;;409;;409;;21;-1196005133;2671679;-5280.00;2687800;-5400.00;-8;2709718;-5319.00;6075824;-27.00
;51695804;1;;409;;409;;21;-1196005133;2666399;-5280.00;2682600;-5200.00;-7;2704389;-5329.00;6075798;-26.00
;51695805;1;;409;;409;;21;-1196005133;2661119;-5280.00;2677200;-5400.00;-4;2699076;-5313.00;6075771;-27.00
;51695806;1;;409;;409;;21;-1196005133;2655839;-5280.00;2672000;-5200.00;-5;2693782;-5294.00;6075745;-26.00
;51695807;1;;409;;409;;21;-1196005133;2650559;-5280.00;2666800;-5200.00;-5;2688495;-5287.00;6075719;-26.00
;51695808;1;;409;;409;;21;-1196005133;2645279;-5280.00;2661600;-5200.00;-6;2683212;-5283.00;6075693;-26.00
;51695809;1;;409;;409;;21;-1196005133;2639999;-5280.00;2656600;-5000.00;-6;2677925;-5287.00;6075668;-25.00
;51695810;1;;409;;409;;21;-1196005133;2634719;-5280.00;2651000;-5600.00;-7;2672639;-5286.00;6075640;-28.00
;51695811;1;;409;;409;;21;-1196005133;2629439;-5280.00;2645800;-5200.00;-7;2667344;-5295.00;6075614;-26.00
;51695812;1;;409;;409;;21;-1196005133;2624159;-5280.00;2640400;-5400.00;-8;2662036;-5308.00;6075587;-27.00
;51695813;1;;409;;409;;21;-1196005133;2618879;-5280.00;2635200;-5200.00;-8;2656711;-5325.00;6075561;-26.00
;51695814;1;;409;;409;;21;-1196005133;2613599;-5280.00;2630000;-5200.00;-6;2651381;-5330.00;6075535;-26.00
;51695815;1;;409;;409;;21;-1196005133;2608319;-5280.00;2624600;-5400.00;-6;2646066;-5315.00;6075508;-27.00
;51695816;1;;409;;409;;21;-1196005133;2603039;-5280.00;2619200;-5400.00;-5;2640753;-5313.00;6075481;-27.00
;51695817;1;;409;;409;;21;-1196005133;2597759;-5280.00;2614000;-5200.00;-6;2635442;-5311.00;6075455;-26.00
;51695818;1;;409;;409;;21;-1196005133;2592479;-5280.00;2608800;-5200.00;-6;2630121;-5321.00;6075429;-26.00
;51695819;1;;409;;409;;21;-1196005133;2587199;-5280.00;2603600;-5200.00;-5;2624796;-5325.00;6075403;-26.00
;51695820;1;;409;;409;;21;-1196005133;2581919;-5280.00;2598200;-5400.00;-4;2619489;-5307.00;6075376;-27.00
;51695821;1;;409;;409;;21;-1196005133;2576639;-5280.00;2593000;-5200.00;-5;2614200;-5289.00;6075350;-26.00
;51695822;1;;409;;409;;21;-1196005133;2571359;-5280.00;2587800;-5200.00;-7;2608915;-5285.00;6075324;-26.00
;51695823;1;;409;;409;;21;-1196005133;2566079;-5280.00;2582400;-5400.00;-8;2603620;-5295.00;6075297;-27.00
;51695824;1;;409;;409;;21;-1196005133;2560799;-5280.00;2577200;-5200.00;-7;2598322;-5298.00;6075271;-26.00
;51695825;1;;409;;409;;21;-1196005133;2555519;-5280.00;2571800;-5400.00;-7;2593018;-5304.00;6075244;-27.00
;51695826;1;;409;;409;;21;-1196005133;2550239;-5280.00;2566600;-5200.00;-8;2587701;-5317.00;6075218;-26.00
;51695827;1;;409;;409;;21;-1196005133;2544959;-5280.00;2561200;-5400.00;-6;2582381;-5320.00;6075191;-27.00
;51695828;1;;409;;409;;21;-1196005133;2539679;-5280.00;2556000;-5200.00;-6;2577065;-5316.00;6075165;-26.00
;51695829;1;;409;;409;;21;-1196005133;2534399;-5280.00;2550600;-5400.00;-6;2571756;-5309.00;6075138;-27.00
;51695830;1;;409;;409;;21;-1196005133;2529119;-5280.00;2545400;-5200.00;-6;2566454;-5302.00;6075112;-26.00
;51695831;1;;409;;409;;21;-1196005133;2523839;-5280.00;2540000;-5400.00;-6;2561155;-5299.00;6075085;-27.00
;51695832;1;;409;;409;;21;-1196005133;2518559;-5280.00;2534800;-5200.00;-7;2555859;-5296.00;6075059;-26.00
;51695833;1;;409;;409;;21;-1196005133;2513279;-5280.00;2529600;-5200.00;-6;2550560;-5299.00;6075033;-26.00
;51695834;1;;409;;409;;21;-1196005133;2507999;-5280.00;2524400;-5200.00;-7;2545261;-5299.00;6075007;-26.00
;51695835;1;;409;;409;;21;-1196005133;2502719;-5280.00;2519000;-5400.00;-6;2539963;-5298.00;6074980;-27.00
;51695836;1;;409;;409;;21;-1196005133;2497439;-5280.00;2513800;-5200.00;-7;2534665;-5298.00;6074954;-26.00
;51695837;1;;409;;409;;21;-1196005133;2492159;-5280.00;2508400;-5400.00;-7;2529354;-5311.00;6074927;-27.00
;51695838;1;;409;;409;;21;-1196005133;2486879;-5280.00;2503200;-5200.00;-7;2524032;-5322.00;6074901;-26.00
;51695839;1;;409;;409;;21;-1196005133;2481599;-5280.00;2498000;-5200.00;-6;2518706;-5326.00;6074875;-26.00
;51695840;1;;409;;409;;21;-1196005133;2476319;-5280.00;2492800;-5200.00;-6;2513386;-5320.00;6074849;-26.00
;51695841;1;;409;;409;;21;-1196005133;2471039;-5280.00;2487400;-5400.00;-5;2508077;-5309.00;6074822;-27.00
;51695842;1;;409;;409;;21;-1196005133;2465759;-5280.00;2482200;-5200.00;-6;2502778;-5299.00;6074796;-26.00
;51695843;1;;409;;409;;21;-1196005133;2460479;-5280.00;2476800;-5400.00;-7;2497474;-5304.00;6074769;-27.00
;51695844;1;;409;;409;;21;-1196005133;2455199;-5280.00;2471600;-5200.00;-7;2492158;-5316.00;6074743;-26.00
;51695845;1;;409;;409;;21;-1196005133;2449919;-5280.00;2466400;-5200.00;-6;2486848;-5310.00;6074717;-26.00
;51695846;1;;409;;409;;21;-1196005133;2444639;-5280.00;2461000;-5400.00;-7;2481549;-5299.00;6074690;-27.00
;51695847;1;;409;;409;;21;-1196005133;2439359;-5280.00;2455600;-5400.00;-7;2476250;-5299.00;6074663;-27.00
;51695848;1;;409;;409;;21;-1196005133;2434079;-5280.00;2450400;-5200.00;-7;2470946;-5304.00;6074637;-26.00
;51695849;1;;409;;409;;21;-1196005133;2428799;-5280.00;2445000;-5400.00;-7;2465627;-5319.00;6074610;-27.00
;51695850;1;;409;;409;;21;-1196005133;2423519;-5280.00;2439800;-5200.00;-6;2460303;-5324.00;6074584;-26.00
