+-----------------------------------------------------------------------+
| TRACE AXES      type machine: ROBOMAC          no: 513583             |
+-----------------------------------------------------------------------+

Wed Mar 22 17:56:15 2017

Trigger time : 64775275

;Time;interpol;;Eana14;;Eana15;;mode 0;m_pos 0;des_pos 0;des_speed 0;x1r 0;r_speed 0;couple 0;pos_mot 0;mot_speed 0;pos_ext 0;ext_speed 0;
;64775403;1;;993;;993;;21;-433689076;4794704;-2112.00;4801600;-2200.00;-4;4857867;-2146.00;2215043;-11.00;
;64775404;1;;992;;992;;21;-433689076;4792592;-2112.00;4799400;-2200.00;-4;4855720;-2147.00;2215032;-11.00;
;64775405;1;;992;;993;;21;-433689076;4790480;-2112.00;4797400;-2000.00;-4;4853573;-2147.00;2215022;-10.00;
;64775406;1;;992;;992;;21;-433689076;4788368;-2112.00;4795200;-2200.00;-4;4851431;-2142.00;2215011;-11.00;
;64775407;1;;992;;992;;21;-433689076;4786256;-2112.00;4793000;-2200.00;-4;4849289;-2142.00;2215000;-11.00;
;64775408;1;;992;;992;;21;-433689076;4784144;-2112.00;4791000;-2000.00;-3;4847153;-2136.00;2214990;-10.00;
;64775409;1;;992;;993;;21;-433689076;4782032;-2112.00;4788800;-2200.00;-4;4845015;-2138.00;2214979;-11.00;
;64775410;1;;992;;992;;21;-433689076;4779920;-2112.00;4786600;-2200.00;-4;4842870;-2145.00;2214968;-11.00;
;64775411;1;;991;;992;;21;-433689076;4777808;-2112.00;4784600;-2000.00;-3;4840730;-2140.00;2214958;-10.00;
;64775412;1;;992;;992;;21;-433689076;4775696;-2112.00;4782400;-2200.00;-4;4838593;-2137.00;2214947;-11.00;
;64775413;1;;991;;992;;21;-433689076;4773584;-2112.00;4780200;-2200.00;-3;4836454;-2139.00;2214936;-11.00;
;64775414;1;;991;;992;;21;-433689076;4771472;-2112.00;4778200;-2000.00;-3;4834324;-2130.00;2214926;-10.00;
;64775415;1;;992;;993;;21;-433689076;4769360;-2112.00;4776200;-2000.00;-4;4832200;-2124.00;2214916;-10.00;
;64775416;1;;992;;992;;21;-433689076;4767248;-2112.00;4774000;-2200.00;-4;4830077;-2123.00;2214905;-11.00;
;64775417;1;;992;;993;;21;-433689076;4765136;-2112.00;4771800;-2200.00;-4;4827956;-2121.00;2214894;-11.00;
;64775418;1;;992;;993;;21;-433689076;4763024;-2112.00;4769800;-2000.00;-5;4825831;-2125.00;2214884;-10.00;
;64775419;1;;993;;993;;21;-433689076;4760912;-2112.00;4767600;-2200.00;-5;4823691;-2140.00;2214873;-11.00;
;64775420;1;;993;;993;;21;-433689076;4758800;-2112.00;4765400;-2200.00;-4;4821544;-2147.00;2214862;-11.00;
;64775421;1;;993;;993;;21;-433689076;4756688;-2112.00;4763400;-2000.00;-3;4819402;-2142.00;2214852;-10.00;
;64775422;1;;993;;994;;21;-433689076;4754576;-2112.00;4761200;-2200.00;-4;4817267;-2135.00;2214841;-11.00;
;64775423;1;;993;;993;;21;-433689076;4752464;-2112.00;4759000;-2200.00;-3;4815136;-2131.00;2214830;-11.00;
;64775424;1;;993;;993;;21;-433689076;4750352;-2112.00;4757000;-2000.00;-3;4813012;-2124.00;2214820;-10.00;
;64775425;1;;993;;994;;21;-433689076;4748240;-2112.00;4755000;-2000.00;-4;4810888;-2124.00;2214810;-10.00;
;64775426;1;;993;;994;;21;-433689076;4746128;-2112.00;4752800;-2200.00;-4;4808758;-2130.00;2214799;-11.00;
;64775427;1;;993;;994;;21;-433689076;4744016;-2112.00;4750600;-2200.00;-3;4806633;-2125.00;2214788;-11.00;
;64775428;1;;993;;994;;21;-433689076;4741904;-2112.00;4748600;-2000.00;-4;4804514;-2119.00;2214778;-10.00;
;64775429;1;;993;;995;;21;-433689076;4739792;-2112.00;4746600;-2000.00;-5;4802385;-2129.00;2214768;-10.00;
;64775430;1;;993;;995;;21;-433689076;4737680;-2112.00;4744400;-2200.00;-4;4800250;-2135.00;2214757;-11.00;
;64775431;1;;993;;994;;21;-433689076;4735568;-2112.00;4742200;-2200.00;-4;4798124;-2126.00;2214746;-11.00;
;64775432;1;;993;;995;;21;-433689076;4733456;-2112.00;4740200;-2000.00;-4;4796000;-2124.00;2214736;-10.00;
;64775433;1;;992;;995;;21;-433689076;4731344;-2112.00;4738000;-2200.00;-5;4793866;-2134.00;2214725;-11.00;
;64775434;1;;992;;995;;21;-433689076;4729232;-2112.00;4736000;-2000.00;-4;4791722;-2144.00;2214715;-10.00;
;64775435;1;;992;;995;;21;-433689076;4727120;-2112.00;4733800;-2200.00;-3;4789582;-2140.00;2214704;-11.00;
;64775436;1;;992;;996;;21;-433689076;4725008;-2112.00;4731800;-2000.00;-4;4787448;-2134.00;2214694;-10.00;
;64775437;1;;996;;996;;21;-433689076;4722896;-2112.00;4729600;-2200.00;-4;4785315;-2133.00;2214683;-11.00;
;64775438;1;;996;;996;;21;-433689076;4720784;-2112.00;4727400;-2200.00;-4;4783185;-2130.00;2214672;-11.00;
;64775439;1;;995;;997;;21;-433689076;4718672;-2112.00;4725400;-2000.00;-4;4781048;-2137.00;2214662;-10.00;
;64775440;1;;994;;997;;21;-433689076;4716560;-2112.00;4723400;-2000.00;-4;4778910;-2138.00;2214652;-10.00;
;64775441;1;;992;;998;;21;-433689076;4714448;-2112.00;4721200;-2200.00;-4;4776772;-2138.00;2214641;-11.00;
;64775442;1;;991;;998;;21;-433689076;4712336;-2112.00;4719000;-2200.00;-3;4774643;-2129.00;2214630;-11.00;
;64775443;1;;991;;998;;21;-433689076;4710224;-2112.00;4717000;-2000.00;-4;4772521;-2122.00;2214620;-10.00;
;64775444;1;;990;;998;;21;-433689076;4708112;-2112.00;4715000;-2000.00;-5;4770387;-2134.00;2214610;-10.00;
;64775445;1;;990;;998;;21;-433689076;4706000;-2112.00;4712800;-2200.00;-4;4768245;-2142.00;2214599;-11.00;
;64775446;1;;990;;998;;21;-433689076;4703888;-2112.00;4710800;-2000.00;-4;4766109;-2136.00;2214589;-10.00;
;64775447;1;;990;;999;;21;-433689076;4701776;-2112.00;4708600;-2200.00;-4;4763977;-2132.00;2214578;-11.00;
;64775448;1;;990;;999;;21;-433689076;4699664;-2112.00;4706600;-2000.00;-5;4761836;-2141.00;2214568;-10.00;
;64775449;1;;990;;999;;21;-433689076;4697552;-2112.00;4704400;-2200.00;-4;4759690;-2146.00;2214557;-11.00;
;64775450;1;;991;;999;;21;-433689076;4695440;-2112.00;4702200;-2200.00;-4;4757544;-2146.00;2214546;-11.00;
;64775451;1;;993;;999;;21;-433689076;4693328;-2112.00;4700200;-2000.00;-4;4755388;-2156.00;2214536;-10.00;
;64775452;1;;993;;999;;21;-433689076;4691216;-2112.00;4698000;-2200.00;-4;4753245;-2143.00;2214525;-11.00;
;64775453;1;;994;;999;;21;-433689076;4689104;-2112.00;4696000;-2000.00;-4;4751099;-2146.00;2214515;-10.00;
;64775454;1;;995;;999;;21;-433689076;4686992;-2112.00;4693800;-2200.00;-3;4748961;-2138.00;2214504;-11.00;
;64775455;1;;995;;999;;21;-433689076;4684880;-2112.00;4691800;-2000.00;-4;4746826;-2135.00;2214494;-10.00;
;64775456;1;;996;;1000;;21;-433689076;4682768;-2112.00;4689600;-2200.00;-4;4744688;-2138.00;2214483;-11.00;
;64775457;1;;996;;999;;21;-433689076;4680656;-2112.00;4687600;-2000.00;-4;4742548;-2140.00;2214473;-10.00;
;64775458;1;;991;;999;;21;-433689076;4678544;-2112.00;4685400;-2200.00;-4;4740407;-2141.00;2214462;-11.00;
;64775459;1;;991;;999;;21;-433689076;4676432;-2112.00;4683400;-2000.00;-4;4738267;-2140.00;2214452;-10.00;
;64775460;1;;991;;999;;21;-433689076;4674320;-2112.00;4681200;-2200.00;-4;4736127;-2140.00;2214441;-11.00;
;64775461;1;;991;;1000;;21;-433689076;4672208;-2112.00;4679200;-2000.00;-5;4733991;-2136.00;2214431;-10.00;
